playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"100012","null","Titans","DST","TEN","DST","TEN","-104.6932","93.4474","null","297","1165","29","null","4.6172","160.415","-1053.585","0.5","111.7059","63.3755","4.9497","13",
"2552608","null","Stefon Diggs","WR","MIN","WR","MIN","-104.704","17.3713","null","null","1166","151","null","0.2843","126.74","-1088.26","0.5","28.1682","6.2","2.5957","null",
"2532996","null","Terrence Frederick","DB","NO","DB","NO","-104.8194","19.25","null","null","1167","216","null","0.7702","null","null","null","19.25","19.25","null","null",
"2543759","null","Ryan Grant","WR","WAS","WR","WAS","-104.9044","17.171","null","null","1168","152","null","0.2385","150.99","-1066.01","0.5","35.1935","0","2.7591","null",
"2536031","null","Damaris Johnson","WR","HOU","WR","HOU","-105.0723","17.003","null","null","1169","153","null","0.3542","160.485","-1057.515","0.5","37.2411","0.71","7.2106","null",
"2539980","null","Kerwynn Williams","RB","ARI","RB","ARI","-105.1631","18.093","null","null","1170","118","null","0.377","147.9933","-1071.0067","0.5","44.5293","0","2.5717","null",
"2506287","null","Lance Moore","WR","DET","WR","DET","-105.2134","16.8619","null","null","1171","154","null","0.5663","160.485","-1059.515","0.25","37.2834","4.5","6.1449","null",
"497172","null","Anthony Dixon","RB","BUF","RB","BUF","-105.2585","17.9976","null","null","1172","119","null","0.9188","160.475","-1060.525","0","33.6642","0.4","6.3186","null",
"2543738","null","Kareem Martin","LB","ARI","LB","ARI","-105.259","19.5","null","null","1173","181","null","0.1596","null","null","null","19.5","19.5","null","null",
"2495276","null","Akeem Dent","LB","HOU","LB","HOU","-105.359","19.4","null","null","1174","182","null","0.2299","null","null","0","19.4","19.4","null","null",
"100032","null","Redskins","DST","WAS","DST","WAS","-105.4568","92.6838","null","null","1175","30","null","10.4681","160.32","-1063.68","0.5","110.9688","63.3773","3.0104","23",
"2539245","null","Arthur Brown","LB","BAL","LB","BAL","-105.4783","19.2807","null","null","1176","183","null","0.2352","null","null","1","22.0213","14.5","4.1895","null",
"2543834","null","Bennett Jackson","DB","NYG","DB","NYG","-105.5097","18.5597","null","null","1177","217","null","0.4097","null","null","0","29.2003","0","6.4401","null",
"2530720","null","Joseph Morgan","WR","NO","WR","NO","-105.6397","16.4357","null","null","1178","155","null","0.4079","150.99","-1076.01","0.3333","34.4794","0","2.3665","null",
"2530720","null","Joseph Morgan","WR","NO","WR","NO","-105.6397","16.4357","null","null","1178","155","null","0.4079","150.99","-1076.01","0.3333","34.4794","0","2.3665","null",
"2507559","null","Tony Carter","DB","DEN","DB","DEN","-105.6694","18.4","null","null","1179","218","null","0.975","null","null","0","18.4","18.4","null","null",
"2543494","null","Dee Ford","LB","KC","LB","KC","-105.6996","19.0595","null","null","1180","184","null","0.136","null","null","1","26.2812","7.55","4.086","null",
"2507838","null","Dane Fletcher","LB","NE","LB","NE","-105.7275","19.0316","null","null","1181","185","null","0.3014","null","null","0","21.8017","14.2","4.1595","null",
"497208","null","Ben Tate","RB","FA","RB","FA","-105.8217","17.4344","null","null","1182","120","null","0.7228","160.47","-1070.53","0.25","34.307","0","3.8253","null",
"184","null","Donnie Avery","WR","FA","WR","FA","-105.9197","16.1557","null","null","1183","156","null","0.4277","160.5","-1071.5","0","20.1379","0","2.7938","null",
"2504171","null","John Abraham","LB","FA","LB","FA","-105.9436","18.8155","null","null","1184","186","null","0.2181","255.5","-977.5","0","29.6025","0","8.0655","null",
"2499278","null","Malcolm Smith","LB","OAK","LB","OAK","-106.1143","18.6448","null","null","1185","187","null","0.2948","null","null","1","20.1474","16.25","6.0463","null",
"2553438","null","Mykkele Thompson","DB","NYG","DB","NYG","-106.1694","17.9","null","null","1186","219","null","1","170","-1065","0","17.9","17.9","null","null",
"2505600","null","Brandon Lloyd","WR","FA","WR","FA","-106.1753","15.9","null","null","1187","157","null","0.5243","150.99","-1085.01","0.5","11.4606","0","3.3095","null",
"2543575","null","Yawin Smallwood","LB","TEN","LB","TEN","-106.209","18.55","null","null","1188","188","null","0.6698","null","null","null","18.55","18.55","null","null",
"2539964","null","Marquise Goodwin","WR","BUF","WR","BUF","-106.5194","15.556","null","null","1189","158","null","0.4763","160.49","-1077.51","0.6667","29.428","0","2.748","null",
"2540230","null","Kyle Juszczyk","RB","BAL","RB","BAL","-106.5329","16.7232","null","null","1190","121","null","0.2271","160.48","-1078.52","0.3333","20.5763","0","4.843","null",
"1980","null","Peyton Hillis","RB","FA","RB","FA","-106.5561","16.7","null","null","1191","122","null","0.5946","160.49","-1079.51","0","12.0373","0","3.3372","null",
"2552592","null","Kwon Alexander","LB","TB","LB","TB","-106.609","18.15","null","null","1192","189","null","0.9698","113.335","-1127.665","0.5","18.15","18.15","null","null",
"206","null","Andre Caldwell","WR","DEN","WR","DEN","-106.8799","15.1955","null","null","1193","159","null","0.2767","127.6533","-1114.3467","0.3333","28.0186","2.3666","2.853","null",
"2506147","null","John Kuhn","RB","GB","RB","GB","-106.9639","16.2922","null","null","1194","123","null","0.7146","160.44","-1082.56","0.25","22.718","6.2","5.459","null",
"2541388","null","Brice Butler","WR","OAK","WR","OAK","-107.1115","14.9639","null","null","1195","160","null","0.2379","150.98","-1093.02","0.3333","30.0326","0","2.4968","null",
"2499276","null","Jimmy Wilson","DB","SD","DB","SD","-107.1194","16.95","null","null","1196","220","null","0.1746","170","-1075","0","16.95","16.95","null","null",
"2530855","null","Spencer Paysinger","LB","MIA","LB","MIA","-107.1486","17.6105","null","null","1197","190","null","1.0604","null","null","1","26.841","2.9","6.0532","null",
"2539214","null","Kenbrell Thompkins","WR","OAK","WR","OAK","-107.2017","14.8736","null","null","1198","161","null","0.6578","160.495","-1086.505","1.5","26.3924","0","3.0546","null",
"2552440","null","Doran Grant","DB","PIT","DB","PIT","-107.2194","16.85","null","null","1199","221","null","0.2246","170","-1078","0.5","16.85","16.85","null","null",
"79563","null","Shonn Greene","RB","FA","RB","FA","-107.3375","15.9187","null","null","1200","124","null","1.1762","160.495","-1088.505","0.25","33.2729","0","4.8147","null",
"2543872","null","Nevin Lawson","DB","DET","DB","DET","-107.3686","16.7008","null","null","1201","222","null","0.5258","null","null","0","21.2587","8.75","2.754","null",
"2535634","null","Chris Givens","WR","STL","WR","STL","-107.497","14.5783","null","null","1202","162","null","0.909","160.49","-1090.51","0.5","26.3468","3.9829","4.1114","null",
"2550654","null","KWaun Williams","DB","CLE","DB","CLE","-107.5194","16.55","null","null","1203","223","null","0.8","null","null","0","16.55","16.55","null","null",
"2550167","null","Corey Nelson","LB","DEN","LB","DEN","-108.009","16.75","null","null","1204","191","null","0.5","null","null","0","16.75","16.75","null","null",
"2550407","null","Zurlon Tipton","RB","IND","RB","IND","-108.0197","15.2364","null","null","1205","125","null","1.7174","160.495","-1093.505","0.25","34.1629","0","2.0585","null",
"2495212","null","Austin Pettis","WR","SD","WR","SD","-108.2221","13.8533","null","null","1206","163","null","0.5419","150.99","-1104.01","0","19.1499","0","2.8853","null",
"2532858","null","Mike Harris","DB","NYG","DB","NYG","-108.2694","15.8","null","null","1207","224","null","0.2","null","null","0","15.8","15.8","null","null",
"2533542","null","Josh Robinson","DB","MIN","DB","MIN","-108.3694","15.7","null","null","1208","225","null","0.325","170","-1087","0.5","15.7","15.7","null","null",
"2552306","null","Ben Heeney","LB","OAK","LB","OAK","-108.409","16.35","null","null","1209","192","null","0.35","130","-1128","0.5","16.35","16.35","null","null",
"2543724","null","Walt Aikens","DB","MIA","DB","MIA","-108.5694","15.5","null","null","1210","226","null","0.3","null","null","0","15.5","15.5","null","null",
"2552408","null","Darren Waller","WR","BAL","WR","BAL","-108.5901","13.4853","null","null","1211","164","null","0.4874","133.4133","-1126.5867","0.25","27.4935","0","5.3722","null",
"2534799","null","Cordarro Law","LB","SD","LB","SD","-108.609","16.15","null","null","1212","193","null","0.3021","null","null","null","16.15","16.15","null","null",
"2540199","null","Tharold Simon","DB","SEA","DB","SEA","-108.8194","15.25","null","null","1213","227","null","0.15","null","null","1","15.25","15.25","null","null",
"2552685","null","Max Valles","LB","OAK","LB","OAK","-108.909","15.85","null","null","1214","194","null","0.0914","170","-1093","0","15.85","15.85","null","null",
"2507277","null","Jason Trusnik","LB","CAR","LB","CAR","-108.9131","15.8459","null","null","1215","195","null","0.2103","null","null","0","16.3882","14.9","6.442","null",
"2541629","null","Darryl Morris","DB","HOU","DB","HOU","-108.9194","15.15","null","null","1216","228","null","0.125","null","null","0","15.15","15.15","null","null",
"81306","null","Brandon Tate","WR","CIN","WR","CIN","-108.9379","13.1375","null","null","1217","165","null","0.505","160.48","-1105.52","0.3333","24.4691","0.1932","3.0237","null",
"2495241","null","Daniel Thomas","RB","CHI","RB","CHI","-109.0076","14.2485","null","null","1218","126","null","1.5594","160.485","-1106.515","0.25","27.6765","0","2.5051","null",
"2552253","null","DJoun Smith","DB","IND","DB","IND","-109.0194","15.05","null","null","1219","229","null","0.45","170","-1098","0","15.05","15.05","null","null",
"2499284","null","Tommie Campbell","DB","JAC","DB","JAC","-109.0694","15","null","null","1220","230","null","0.825","null","null","0","15","15","null","null",
"2495303","null","Orie Lemon","LB","TB","LB","TB","-109.0878","15.6713","null","null","1221","196","null","0.1008","null","null","0","17.5178","12.45","5.1055","null",
"496961","null","Dekoda Watson","LB","NE","LB","NE","-109.159","15.6","null","null","1222","197","null","0.1546","null","null","0","15.6","15.6","null","null",
"2552627","null","DeAndre Smelter","WR","SF","WR","SF","-109.217","12.8583","null","null","1223","166","null","0.555","123.16","-1148.84","0.5","22.6569","0.1","3.9186","null",
"2541871","null","Andy Mulumba","LB","GB","LB","GB","-109.2182","15.5409","null","null","1224","198","null","0.2158","null","null","0","24.3933","0.1","6.0833","null",
"2539280","null","John Simon","LB","HOU","LB","HOU","-109.409","15.35","null","null","1225","199","null","0.3013","null","null","0","15.35","15.35","null","null",
"496833","null","Mike Neal","LB","GB","LB","GB","-109.459","15.3","null","null","1226","200","null","0.5513","null","null","null","15.3","15.3","null","null",
"2495192","null","Greg Little","WR","CIN","WR","CIN","-109.6687","12.4067","null","null","1227","167","null","0.2513","151","-1125","0.3333","23.654","0","1.0711","null",
"2552259","null","Josh Shaw","DB","CIN","DB","CIN","-109.8694","14.2","null","null","1228","231","null","0.1","170","-1107","0","14.2","14.2","null","null",
"2495338","null","Dane Sanzenbacher","WR","FA","WR","FA","-109.8753","12.2","null","null","1229","168","null","0.4008","151","-1127","0","8.7937","0","4.5173","null",
"2525323","null","Andrew Sendejo","DB","MIN","DB","MIN","-109.9194","14.15","null","null","1230","232","null","0.2957","null","null","0","14.15","14.15","null","null",
"2543594","null","Jeremiah George","LB","JAC","LB","JAC","-109.9616","14.7975","null","null","1231","201","null","0.2475","null","null","0","17.588","10.35","4.2646","null",
"2550413","null","Corey Washington","WR","NYG","WR","NYG","-109.9645","12.1108","null","null","1232","169","null","0.9033","160.495","-1120.505","0.25","24.4799","0.1","3.87","null",
"2541832","null","Jeff Heath","DB","DAL","DB","DAL","-110.0194","14.05","null","null","1233","233","null","0.4207","170","-1112","0","14.05","14.05","null","null",
"2540221","null","Vince Williams","LB","PIT","LB","PIT","-110.059","14.7","null","null","1234","202","null","0.425","null","null","0","14.7","14.7","null","null",
"2540282","null","Nick Moody","LB","SF","LB","SF","-110.359","14.4","null","null","1235","203","null","0.25","null","null","0","14.4","14.4","null","null",
"2495297","null","Jeron Johnson","DB","WAS","DB","WAS","-110.4107","13.6587","null","null","1236","234","null","0.0837","null","null","1","16.0096","10","4.5875","null",
"2495340","null","Anthony Sherman","RB","KC","RB","KC","-110.4667","12.7894","null","null","1237","127","null","0.2487","160.49","-1125.51","0.3333","17.9453","0","3.4803","null",
"2499249","null","Chris Prosinski","DB","PHI","DB","PHI","-110.4694","13.6","null","null","1238","235","null","0.125","null","null","null","13.6","13.6","null","null",
"2552484","null","P.J. Williams","DB","NO","DB","NO","-110.5194","13.55","null","null","1239","236","null","0.2438","170","-1118","0","13.55","13.55","null","null",
"2532799","null","Jarrett Boykin","WR","CAR","WR","CAR","-110.5877","11.4876","null","null","1240","170","null","0.6992","160.495","-1128.505","0","25.1357","0","9.2434","null",
"2539981","null","Cameron Lawrence","LB","DAL","LB","DAL","-110.609","14.15","null","null","1242","205","null","0.025","null","null","1","14.15","14.15","null","null",
"2552273","null","Markus Golden","LB","ARI","LB","ARI","-110.609","14.15","null","null","1241","204","null","0.2705","54","-1236","1","14.15","14.15","null","null",
"2532951","null","Scott Solomon","LB","CLE","LB","CLE","-110.659","14.1","null","null","1243","206","null","0.5455","null","null","1","14.1","14.1","null","null",
"2543570","null","Storm Johnson","RB","JAC","RB","JAC","-110.6673","12.5888","null","null","1244","128","null","0.1925","132.6633","-1160.3367","0.25","28.9171","0","2.7575","null",
"2532786","null","Antonio Allen","DB","NYJ","DB","NYJ","-110.6694","13.4","null","null","1245","237","null","0.1937","null","null","1","13.4","13.4","null","null",
"2540011","null","Chris Thompson","RB","WAS","RB","WAS","-110.7635","12.4926","null","null","1246","129","null","0.6039","160.495","-1134.505","0","17.1876","0","4.6633","null",
"2543680","null","Antone Exum","DB","MIN","DB","MIN","-110.8569","13.2125","null","null","1247","238","null","0.0625","170","-1126","0","19.1643","3.95","2.5039","null",
"2495809","null","Will Blackmon","DB","SEA","DB","SEA","-110.8694","13.2","null","null","1248","239","null","0.1446","null","null","1","13.2","13.2","null","null",
"497192","null","Joe McKnight","RB","FA","RB","FA","-110.9561","12.3","null","null","1249","130","null","0.8327","150.99","-1147.01","0.5","8.8658","0","4.6563","null",
"2507253","null","Alan Ball","DB","CHI","DB","CHI","-110.9694","13.1","null","null","1250","240","null","0.2197","170","-1129","0.5","13.1","13.1","null","null",
"2543736","null","Stanley Jean-Baptiste","DB","NO","DB","NO","-111.0587","13.0107","null","null","1251","241","null","0.2857","null","null","1","19.782","1.2","3.4034","null",
"2532974","null","Kyle Wilber","LB","DAL","LB","DAL","-111.1001","13.659","null","null","1252","207","null","0.7089","null","null","1","21.031","0.8","4.5665","null",
